Date,OneMO,ThreeMO,SixMO,OneYR
2008-07-01,1.92,1.87,2.13,2.38
2008-07-02,1.87,1.82,2.1,2.35
2008-07-03,1.86,1.84,2.09,2.3
2008-07-07,1.8,1.87,2.1,2.26
2008-07-08,1.86,1.86,2.09,2.26
2008-07-09,1.82,1.82,2.05,2.21
2008-07-10,1.48,1.67,2.01,2.2
2008-07-11,1.38,1.62,2.02,2.3
2008-07-14,1.41,1.52,1.95,2.23
2008-07-15,1.49,1.39,1.9,2.15
2008-07-16,1.36,1.37,1.89,2.16
2008-07-17,1.31,1.43,1.92,2.26
2008-07-18,1.28,1.48,1.91,2.26
2008-07-21,1.32,1.48,1.93,2.3
2008-07-22,1.5,1.55,1.95,2.33
2008-07-23,1.59,1.59,1.91,2.4
2008-07-24,1.69,1.65,1.9,2.26
2008-07-25,1.72,1.75,1.95,2.35
2008-07-28,1.68,1.73,1.92,2.28
2008-07-29,1.73,1.72,1.96,2.36
2008-07-30,1.66,1.7,1.9,2.33
2008-07-31,1.55,1.68,1.89,2.27
2008-08-01,1.52,1.66,1.88,2.25
2008-08-04,1.61,1.75,1.97,2.27
2008-08-05,1.73,1.75,1.97,2.26
2008-08-06,1.53,1.64,1.92,2.26
2008-08-07,1.53,1.66,1.92,2.17
2008-08-08,1.63,1.7,1.95,2.19
2008-08-11,1.77,1.87,2.05,2.27
2008-08-12,1.73,1.86,2.05,2.18
2008-08-13,1.8,1.85,2.0,2.19
2008-08-14,1.76,1.89,2.0,2.14
2008-08-15,1.73,1.85,1.99,2.12
2008-08-18,1.77,1.82,2.03,2.15
2008-08-19,1.83,1.8,1.97,2.11
2008-08-20,1.74,1.71,1.9,2.06
2008-08-21,1.73,1.72,1.95,2.1
2008-08-22,1.67,1.7,1.97,2.17
2008-08-25,1.66,1.74,1.96,2.12
2008-08-26,1.67,1.71,1.95,2.19
2008-08-27,1.58,1.67,1.93,2.16
2008-08-28,1.63,1.74,1.98,2.19
2008-08-29,1.63,1.72,1.97,2.17
2008-09-02,1.64,1.72,1.93,2.12
2008-09-03,1.57,1.7,1.9,2.08
2008-09-04,1.56,1.69,1.89,2.04
2008-09-05,1.53,1.68,1.9,2.07
2008-09-08,1.59,1.71,1.92,2.12
2008-09-09,1.59,1.66,1.89,2.06
2008-09-10,1.58,1.65,1.87,2.06
2008-09-11,1.53,1.61,1.85,2.01
2008-09-12,1.37,1.49,1.84,2.02
2008-09-15,0.36,1.02,1.55,1.66
2008-09-16,0.23,0.84,1.52,1.72
2008-09-17,0.07,0.03,1.03,1.5
2008-09-18,0.26,0.23,0.79,1.53
2008-09-19,0.75,0.99,1.54,2.05
2008-09-22,0.76,1.28,1.76,2.06
2008-09-23,0.3,0.8,1.63,2.01
2008-09-24,0.13,0.49,1.45,1.9
2008-09-25,0.39,0.76,1.57,1.97
2008-09-26,0.21,0.87,1.54,1.81
2008-09-29,0.16,0.94,1.49,1.6
2008-09-30,1.02,0.92,1.6,1.78
2008-10-01,0.66,0.85,1.49,1.72
2008-10-02,0.21,0.63,1.21,1.45
2008-10-03,0.15,0.51,1.14,1.41
2008-10-06,0.19,0.54,1.12,1.23
2008-10-07,0.39,0.82,1.14,1.27
2008-10-08,0.23,0.68,1.07,1.28
2008-10-09,0.19,0.6,1.07,1.33
2008-10-10,0.07,0.25,0.84,1.08
2008-10-14,0.07,0.34,1.07,1.22
2008-10-15,0.05,0.22,0.92,1.14
2008-10-16,0.12,0.46,1.18,1.29
2008-10-17,0.13,0.83,1.25,1.34
2008-10-20,0.53,1.24,1.74,1.69
2008-10-21,0.71,1.1,1.61,1.74
2008-10-22,0.6,1.05,1.53,1.64
2008-10-23,0.39,0.98,1.51,1.61
2008-10-24,0.33,0.89,1.43,1.6
2008-10-27,0.31,0.84,1.36,1.57
2008-10-28,0.42,0.77,1.25,1.53
2008-10-29,0.41,0.62,1.1,1.41
2008-10-30,0.14,0.41,1.0,1.36
2008-10-31,0.12,0.46,0.94,1.34
2008-11-03,0.2,0.49,1.07,1.31
2008-11-04,0.29,0.48,1.03,1.28
2008-11-05,0.16,0.4,0.9,1.22
2008-11-06,0.13,0.32,0.83,1.17
2008-11-07,0.13,0.31,0.83,1.2
2008-11-10,0.11,0.29,0.91,1.16
2008-11-12,0.1,0.18,0.75,1.03
2008-11-13,0.08,0.22,0.93,1.16
2008-11-14,0.06,0.15,0.9,1.14
2008-11-17,0.06,0.12,0.81,1.08
2008-11-18,0.1,0.12,0.76,1.05
2008-11-19,0.09,0.07,0.66,0.97
2008-11-20,0.05,0.03,0.52,0.87
2008-11-21,0.03,0.02,0.45,0.83
2008-11-24,0.01,0.13,0.54,0.95
2008-11-25,0.04,0.1,0.53,0.95
2008-11-26,0.02,0.05,0.48,0.93
2008-11-28,0.02,0.01,0.44,0.9
2008-12-01,0.09,0.07,0.44,0.81
2008-12-02,0.04,0.06,0.42,0.77
2008-12-03,0.02,0.02,0.35,0.7
2008-12-04,0.01,0.02,0.26,0.61
2008-12-05,0.02,0.02,0.23,0.54
2008-12-08,0.01,0.03,0.28,0.53
2008-12-09,0.04,0.03,0.25,0.49
2008-12-11,0.0,0.01,0.22,0.51
2008-12-12,0.03,0.02,0.21,0.5
2008-12-15,0.0,0.03,0.28,0.5
2008-12-16,0.05,0.04,0.23,0.45
2008-12-17,0.03,0.05,0.19,0.45
2008-12-19,0.0,0.02,0.14,0.44
2008-12-22,0.01,0.01,0.27,0.4
2008-12-23,0.01,0.02,0.26,0.41
2008-12-26,0.01,0.03,0.23,0.38
2008-12-29,0.04,0.06,0.25,0.36
2008-12-30,0.11,0.1,0.26,0.34
2008-12-31,0.11,0.11,0.27,0.37
2009-01-02,0.04,0.08,0.28,0.4
2009-01-05,0.05,0.14,0.32,0.43
2009-01-06,0.05,0.14,0.31,0.45
2009-01-07,0.03,0.11,0.29,0.44
2009-01-08,0.04,0.09,0.28,0.44
2009-01-09,0.03,0.07,0.28,0.43
2009-01-12,0.04,0.12,0.29,0.43
2009-01-13,0.02,0.11,0.29,0.43
2009-01-14,0.07,0.12,0.28,0.42
2009-01-15,0.03,0.11,0.29,0.42
2009-01-16,0.04,0.12,0.29,0.43
2009-01-20,0.04,0.13,0.3,0.42
2009-01-21,0.03,0.11,0.3,0.43
2009-01-22,0.03,0.1,0.29,0.42
2009-01-23,0.03,0.11,0.3,0.46
2009-01-26,0.02,0.14,0.34,0.47
2009-01-27,0.05,0.13,0.32,0.47
2009-01-28,0.08,0.19,0.33,0.48
2009-01-29,0.14,0.23,0.35,0.51
2009-01-30,0.15,0.24,0.36,0.51
2009-02-02,0.19,0.27,0.39,0.51
2009-02-03,0.28,0.32,0.4,0.53
2009-02-04,0.26,0.3,0.4,0.53
2009-02-05,0.21,0.29,0.43,0.54
2009-02-06,0.21,0.28,0.44,0.57
2009-02-09,0.22,0.32,0.47,0.6
2009-02-10,0.24,0.31,0.44,0.6
2009-02-11,0.22,0.3,0.46,0.6
2009-02-12,0.25,0.29,0.43,0.58
2009-02-13,0.23,0.29,0.46,0.61
2009-02-17,0.26,0.32,0.48,0.61
2009-02-18,0.23,0.31,0.5,0.64
2009-02-19,0.22,0.3,0.51,0.67
2009-02-20,0.19,0.27,0.48,0.64
2009-02-23,0.19,0.29,0.5,0.69
2009-02-24,0.22,0.32,0.49,0.71
2009-02-25,0.21,0.3,0.52,0.75
2009-02-26,0.18,0.27,0.47,0.73
2009-02-27,0.16,0.26,0.45,0.72
2009-03-02,0.17,0.28,0.45,0.67
2009-03-03,0.14,0.27,0.44,0.68
2009-03-04,0.15,0.26,0.44,0.71
2009-03-05,0.11,0.2,0.4,0.66
2009-03-06,0.09,0.21,0.39,0.67
2009-03-09,0.12,0.23,0.47,0.69
2009-03-10,0.14,0.24,0.47,0.71
2009-03-11,0.14,0.23,0.46,0.71
2009-03-12,0.11,0.22,0.45,0.7
2009-03-13,0.09,0.2,0.42,0.67
2009-03-16,0.11,0.24,0.46,0.69
2009-03-17,0.14,0.24,0.45,0.69
2009-03-18,0.15,0.21,0.4,0.6
2009-03-19,0.1,0.2,0.4,0.6
2009-03-20,0.09,0.22,0.41,0.6
2009-03-23,0.1,0.22,0.4,0.6
2009-03-24,0.05,0.21,0.42,0.62
2009-03-25,0.03,0.19,0.41,0.6
2009-03-26,0.02,0.15,0.39,0.57
2009-03-27,0.03,0.14,0.39,0.58
2009-03-30,0.05,0.18,0.42,0.58
2009-03-31,0.17,0.21,0.43,0.57
2009-04-01,0.18,0.22,0.41,0.58
2009-04-02,0.17,0.22,0.41,0.59
2009-04-03,0.16,0.21,0.42,0.6
2009-04-06,0.16,0.2,0.4,0.6
2009-04-07,0.17,0.2,0.39,0.6
2009-04-08,0.15,0.18,0.39,0.59
2009-04-09,0.13,0.18,0.39,0.6
2009-04-13,0.12,0.18,0.37,0.57
2009-04-14,0.09,0.17,0.35,0.54
2009-04-15,0.07,0.15,0.34,0.54
2009-04-16,0.02,0.13,0.33,0.54
2009-04-17,0.04,0.14,0.36,0.57
2009-04-20,0.04,0.14,0.34,0.54
2009-04-21,0.07,0.15,0.34,0.53
2009-04-22,0.08,0.14,0.32,0.52
2009-04-23,0.08,0.1,0.31,0.49
2009-04-24,0.07,0.1,0.31,0.5
2009-04-27,0.07,0.13,0.3,0.49
2009-04-28,0.05,0.13,0.31,0.52
2009-04-29,0.04,0.11,0.28,0.5
2009-04-30,0.04,0.14,0.29,0.49
2009-05-01,0.06,0.16,0.31,0.49
2009-05-04,0.14,0.19,0.33,0.52
2009-05-05,0.14,0.19,0.34,0.53
2009-05-06,0.14,0.19,0.32,0.51
2009-05-07,0.15,0.18,0.32,0.54
2009-05-08,0.15,0.19,0.31,0.55
2009-05-11,0.16,0.19,0.3,0.53
2009-05-12,0.16,0.19,0.3,0.54
2009-05-13,0.15,0.17,0.3,0.52
2009-05-14,0.1,0.16,0.28,0.5
2009-05-15,0.11,0.17,0.29,0.5
2009-05-18,0.12,0.19,0.3,0.5
2009-05-19,0.14,0.18,0.29,0.48
2009-05-20,0.18,0.18,0.28,0.44
2009-05-21,0.13,0.19,0.3,0.45
2009-05-22,0.13,0.18,0.3,0.49
2009-05-26,0.13,0.18,0.3,0.5
2009-05-27,0.18,0.17,0.29,0.49
2009-05-28,0.14,0.15,0.31,0.48
2009-05-29,0.14,0.14,0.3,0.47
2009-06-01,0.13,0.13,0.29,0.48
2009-06-02,0.06,0.14,0.27,0.46
2009-06-03,0.08,0.14,0.26,0.45
2009-06-04,0.08,0.14,0.28,0.47
2009-06-05,0.08,0.2,0.35,0.62
2009-06-08,0.08,0.19,0.35,0.62
2009-06-09,0.09,0.19,0.31,0.56
2009-06-10,0.11,0.18,0.31,0.55
2009-06-11,0.09,0.19,0.31,0.53
2009-06-12,0.08,0.19,0.29,0.52
2009-06-15,0.08,0.17,0.29,0.51
2009-06-16,0.09,0.17,0.3,0.51
2009-06-17,0.11,0.17,0.31,0.5
2009-06-18,0.12,0.18,0.34,0.52
2009-06-19,0.1,0.19,0.33,0.51
2009-06-22,0.12,0.2,0.34,0.5
2009-06-23,0.15,0.2,0.34,0.5
2009-06-24,0.1,0.19,0.32,0.5
2009-06-25,0.07,0.18,0.31,0.47
2009-06-26,0.07,0.2,0.31,0.45
2009-06-29,0.11,0.2,0.36,0.51
2009-06-30,0.17,0.19,0.35,0.56
2009-07-01,0.13,0.17,0.33,0.54
2009-07-02,0.15,0.17,0.32,0.49
2009-07-06,0.15,0.19,0.28,0.48
2009-07-07,0.16,0.19,0.28,0.46
2009-07-08,0.15,0.18,0.26,0.45
2009-07-09,0.16,0.19,0.27,0.47
2009-07-10,0.15,0.18,0.26,0.45
2009-07-13,0.15,0.18,0.28,0.47
2009-07-14,0.15,0.18,0.28,0.47
2009-07-15,0.11,0.18,0.29,0.5
2009-07-16,0.15,0.19,0.28,0.47
2009-07-17,0.15,0.17,0.29,0.48
2009-07-20,0.15,0.19,0.28,0.47
2009-07-21,0.16,0.19,0.27,0.46
2009-07-22,0.15,0.19,0.28,0.47
2009-07-23,0.15,0.19,0.29,0.49
2009-07-24,0.15,0.18,0.29,0.47
2009-07-27,0.15,0.19,0.27,0.49
2009-07-28,0.14,0.19,0.26,0.49
2009-07-29,0.14,0.19,0.26,0.5
2009-07-30,0.14,0.18,0.27,0.48
2009-07-31,0.14,0.18,0.26,0.48
2009-08-03,0.15,0.19,0.28,0.48
2009-08-04,0.15,0.18,0.28,0.47
2009-08-05,0.15,0.18,0.29,0.49
2009-08-06,0.15,0.17,0.28,0.48
2009-08-07,0.14,0.19,0.3,0.52
2009-08-10,0.15,0.19,0.29,0.49
2009-08-11,0.14,0.18,0.28,0.48
2009-08-12,0.14,0.17,0.28,0.47
2009-08-13,0.1,0.17,0.28,0.45
2009-08-14,0.1,0.18,0.26,0.44
2009-08-17,0.11,0.18,0.27,0.45
2009-08-18,0.14,0.18,0.27,0.43
2009-08-19,0.1,0.17,0.25,0.43
2009-08-20,0.11,0.17,0.26,0.42
2009-08-21,0.11,0.17,0.26,0.45
2009-08-24,0.11,0.17,0.26,0.44
2009-08-25,0.12,0.17,0.26,0.47
2009-08-26,0.11,0.15,0.25,0.45
2009-08-27,0.11,0.15,0.26,0.46
2009-08-28,0.11,0.15,0.25,0.44
2009-08-31,0.11,0.15,0.24,0.43
2009-09-01,0.08,0.14,0.23,0.43
2009-09-02,0.09,0.14,0.22,0.41
2009-09-03,0.09,0.15,0.23,0.42
2009-09-04,0.09,0.14,0.23,0.42
2009-09-08,0.1,0.14,0.24,0.41
2009-09-09,0.09,0.14,0.22,0.4
2009-09-10,0.08,0.14,0.21,0.4
2009-09-11,0.08,0.14,0.21,0.39
2009-09-14,0.08,0.14,0.21,0.4
2009-09-15,0.05,0.13,0.21,0.39
2009-09-16,0.03,0.1,0.2,0.38
2009-09-17,0.03,0.1,0.2,0.4
2009-09-18,0.03,0.08,0.2,0.41
2009-09-21,0.05,0.11,0.2,0.4
2009-09-22,0.05,0.11,0.2,0.42
2009-09-23,0.05,0.11,0.2,0.41
2009-09-24,0.03,0.1,0.19,0.39
2009-09-25,0.03,0.1,0.2,0.41
2009-09-28,0.03,0.11,0.18,0.4
2009-09-29,0.07,0.13,0.19,0.41
2009-09-30,0.06,0.14,0.18,0.4
2009-10-01,0.03,0.1,0.15,0.37
2009-10-02,0.04,0.1,0.15,0.37
2009-10-05,0.04,0.08,0.15,0.36
2009-10-06,0.05,0.08,0.15,0.37
2009-10-07,0.06,0.09,0.14,0.34
2009-10-08,0.03,0.06,0.15,0.35
2009-10-09,0.04,0.07,0.16,0.38
2009-10-13,0.04,0.07,0.15,0.35
2009-10-14,0.05,0.07,0.15,0.35
2009-10-15,0.06,0.07,0.15,0.36
2009-10-16,0.06,0.07,0.17,0.36
2009-10-19,0.06,0.08,0.18,0.38
2009-10-20,0.05,0.08,0.17,0.39
2009-10-21,0.05,0.07,0.17,0.4
2009-10-22,0.02,0.06,0.15,0.38
2009-10-23,0.02,0.07,0.18,0.4
2009-10-26,0.04,0.08,0.18,0.41
2009-10-27,0.05,0.08,0.17,0.39
2009-10-28,0.04,0.07,0.17,0.39
2009-10-29,0.02,0.06,0.17,0.4
2009-10-30,0.01,0.05,0.16,0.37
2009-11-02,0.03,0.06,0.17,0.38
2009-11-03,0.04,0.06,0.17,0.38
2009-11-04,0.05,0.05,0.16,0.36
2009-11-05,0.06,0.04,0.16,0.36
2009-11-06,0.06,0.06,0.16,0.34
2009-11-09,0.06,0.07,0.17,0.34
2009-11-10,0.06,0.07,0.16,0.33
2009-11-12,0.06,0.07,0.16,0.32
2009-11-13,0.05,0.06,0.17,0.32
2009-11-16,0.05,0.07,0.17,0.31
2009-11-17,0.05,0.06,0.16,0.32
2009-11-18,0.04,0.04,0.15,0.29
2009-11-19,0.03,0.02,0.14,0.27
2009-11-20,0.04,0.02,0.13,0.27
2009-11-23,0.05,0.05,0.14,0.29
2009-11-24,0.06,0.05,0.14,0.28
2009-11-25,0.07,0.05,0.14,0.26
2009-11-27,0.06,0.03,0.14,0.26
2009-11-30,0.08,0.06,0.15,0.27
2009-12-01,0.09,0.06,0.15,0.26
2009-12-02,0.08,0.05,0.15,0.28
2009-12-03,0.09,0.06,0.16,0.3
2009-12-04,0.08,0.06,0.17,0.36
2009-12-07,0.07,0.04,0.16,0.32
2009-12-08,0.02,0.03,0.15,0.29
2009-12-09,0.01,0.03,0.14,0.31
2009-12-10,0.01,0.02,0.15,0.32
2009-12-11,0.01,0.03,0.16,0.35
2009-12-14,0.02,0.04,0.16,0.37
2009-12-15,0.02,0.05,0.17,0.41
2009-12-16,0.02,0.04,0.17,0.38
2009-12-17,0.01,0.04,0.15,0.35
2009-12-18,0.01,0.05,0.16,0.36
2009-12-21,0.01,0.08,0.17,0.4
2009-12-22,0.01,0.08,0.18,0.41
2009-12-23,0.01,0.07,0.17,0.41
2009-12-24,0.02,0.05,0.18,0.43
2009-12-28,0.03,0.11,0.2,0.47
2009-12-29,0.02,0.1,0.2,0.47
2009-12-30,0.02,0.05,0.19,0.45
2009-12-31,0.04,0.06,0.2,0.47
2010-01-04,0.05,0.08,0.18,0.45
2010-01-05,0.03,0.07,0.17,0.41
2010-01-06,0.03,0.06,0.15,0.4
2010-01-07,0.02,0.05,0.16,0.4
2010-01-08,0.02,0.05,0.15,0.37
2010-01-11,0.01,0.04,0.13,0.35
2010-01-12,0.02,0.05,0.14,0.34
2010-01-13,0.02,0.06,0.15,0.37
2010-01-14,0.02,0.05,0.14,0.34
2010-01-15,0.03,0.06,0.15,0.33
2010-01-19,0.03,0.06,0.14,0.33
2010-01-20,0.03,0.05,0.14,0.31
2010-01-21,0.02,0.06,0.14,0.31
2010-01-22,0.02,0.06,0.14,0.3
2010-01-25,0.02,0.06,0.14,0.3
2010-01-26,0.02,0.07,0.14,0.32
2010-01-27,0.01,0.08,0.16,0.33
2010-01-28,0.01,0.08,0.15,0.31
2010-01-29,0.02,0.08,0.15,0.3
2010-02-01,0.05,0.1,0.17,0.33
2010-02-02,0.04,0.1,0.17,0.33
2010-02-03,0.05,0.1,0.17,0.35
2010-02-04,0.04,0.09,0.16,0.32
2010-02-05,0.03,0.1,0.17,0.31
2010-02-08,0.04,0.12,0.17,0.32
2010-02-09,0.05,0.12,0.18,0.34
2010-02-10,0.06,0.11,0.19,0.38
2010-02-11,0.05,0.11,0.18,0.38
2010-02-12,0.04,0.1,0.18,0.35
2010-02-16,0.04,0.1,0.18,0.34
2010-02-17,0.07,0.1,0.18,0.35
2010-02-18,0.07,0.1,0.18,0.37
2010-02-19,0.06,0.11,0.2,0.39
2010-02-22,0.06,0.11,0.19,0.37
2010-02-23,0.08,0.12,0.2,0.36
2010-02-24,0.08,0.12,0.19,0.34
2010-02-25,0.09,0.13,0.19,0.32
2010-02-26,0.09,0.13,0.19,0.32
2010-03-01,0.09,0.13,0.19,0.32
2010-03-02,0.09,0.14,0.19,0.32
2010-03-03,0.09,0.14,0.19,0.33
2010-03-04,0.09,0.14,0.19,0.35
2010-03-05,0.11,0.15,0.2,0.38
2010-03-08,0.11,0.16,0.21,0.39
2010-03-09,0.12,0.16,0.21,0.37
2010-03-10,0.12,0.15,0.21,0.39
2010-03-11,0.12,0.16,0.22,0.4
2010-03-12,0.1,0.15,0.24,0.41
2010-03-15,0.12,0.17,0.24,0.4
2010-03-16,0.14,0.16,0.24,0.41
2010-03-17,0.13,0.15,0.23,0.41
2010-03-18,0.14,0.16,0.26,0.41
2010-03-19,0.13,0.16,0.25,0.42
2010-03-22,0.13,0.15,0.24,0.41
2010-03-23,0.11,0.14,0.23,0.4
2010-03-24,0.12,0.14,0.23,0.44
2010-03-25,0.12,0.14,0.25,0.44
2010-03-26,0.11,0.14,0.25,0.43
2010-03-29,0.11,0.15,0.24,0.42
2010-03-30,0.13,0.16,0.24,0.44
2010-03-31,0.15,0.16,0.24,0.41
2010-04-01,0.16,0.16,0.24,0.42
2010-04-02,0.15,0.16,0.26,0.46
2010-04-05,0.16,0.18,0.27,0.48
2010-04-06,0.17,0.17,0.26,0.49
2010-04-07,0.16,0.17,0.25,0.47
2010-04-08,0.16,0.17,0.24,0.46
2010-04-09,0.16,0.16,0.25,0.46
2010-04-12,0.15,0.16,0.24,0.46
2010-04-13,0.15,0.16,0.24,0.45
2010-04-14,0.15,0.16,0.24,0.45
2010-04-15,0.16,0.16,0.23,0.43
2010-04-16,0.15,0.16,0.24,0.41
2010-04-19,0.15,0.16,0.23,0.43
2010-04-20,0.14,0.16,0.24,0.42
2010-04-21,0.14,0.15,0.23,0.44
2010-04-22,0.15,0.16,0.24,0.45
2010-04-23,0.14,0.16,0.26,0.46
2010-04-26,0.14,0.16,0.25,0.47
2010-04-27,0.14,0.16,0.24,0.42
2010-04-28,0.14,0.16,0.24,0.43
2010-04-29,0.15,0.17,0.23,0.42
2010-04-30,0.14,0.16,0.25,0.41
2010-05-03,0.14,0.17,0.25,0.43
2010-05-04,0.15,0.16,0.24,0.43
2010-05-05,0.14,0.15,0.22,0.39
2010-05-06,0.06,0.11,0.16,0.34
2010-05-07,0.08,0.13,0.21,0.38
2010-05-10,0.13,0.16,0.22,0.39
2010-05-11,0.15,0.16,0.23,0.38
2010-05-12,0.16,0.16,0.22,0.4
2010-05-13,0.15,0.16,0.22,0.4
2010-05-14,0.15,0.16,0.22,0.34
2010-05-17,0.16,0.16,0.23,0.36
2010-05-18,0.17,0.17,0.23,0.35
2010-05-19,0.17,0.17,0.23,0.35
2010-05-20,0.17,0.17,0.22,0.34
2010-05-21,0.17,0.17,0.24,0.35
2010-05-24,0.16,0.17,0.23,0.35
2010-05-25,0.16,0.17,0.22,0.36
2010-05-26,0.16,0.17,0.23,0.37
2010-05-27,0.16,0.17,0.23,0.37
2010-05-28,0.15,0.16,0.22,0.34
2010-06-01,0.14,0.16,0.23,0.35
2010-06-02,0.13,0.16,0.22,0.38
2010-06-03,0.13,0.14,0.22,0.38
2010-06-04,0.12,0.14,0.22,0.34
2010-06-07,0.1,0.12,0.21,0.35
2010-06-08,0.1,0.12,0.19,0.34
2010-06-09,0.08,0.1,0.17,0.33
2010-06-10,0.06,0.1,0.18,0.34
2010-06-11,0.04,0.08,0.16,0.3
2010-06-14,0.02,0.07,0.15,0.31
2010-06-15,0.03,0.09,0.16,0.31
2010-06-16,0.06,0.1,0.17,0.3
2010-06-17,0.05,0.09,0.16,0.28
2010-06-18,0.04,0.11,0.17,0.3
2010-06-21,0.05,0.12,0.17,0.29
2010-06-22,0.08,0.13,0.18,0.29
2010-06-23,0.07,0.13,0.19,0.3
2010-06-24,0.07,0.13,0.19,0.29
2010-06-25,0.05,0.13,0.2,0.29
2010-06-28,0.07,0.17,0.22,0.3
2010-06-29,0.09,0.15,0.22,0.31
2010-06-30,0.17,0.18,0.22,0.32
2010-07-01,0.16,0.17,0.22,0.32
2010-07-02,0.16,0.17,0.22,0.31
2010-07-06,0.17,0.17,0.21,0.32
2010-07-07,0.17,0.16,0.2,0.31
2010-07-08,0.17,0.15,0.19,0.3
2010-07-09,0.16,0.16,0.2,0.3
2010-07-12,0.16,0.16,0.2,0.3
2010-07-13,0.16,0.15,0.2,0.3
2010-07-14,0.16,0.15,0.19,0.27
2010-07-15,0.16,0.15,0.2,0.27
2010-07-16,0.14,0.15,0.19,0.28
2010-07-19,0.15,0.17,0.2,0.28
2010-07-20,0.16,0.16,0.19,0.27
2010-07-21,0.16,0.16,0.19,0.27
2010-07-22,0.15,0.16,0.2,0.27
2010-07-23,0.15,0.16,0.2,0.27
2010-07-26,0.15,0.16,0.2,0.29
2010-07-27,0.16,0.15,0.21,0.3
2010-07-28,0.15,0.15,0.2,0.3
2010-07-29,0.15,0.15,0.2,0.3
2010-07-30,0.14,0.15,0.2,0.29
2010-08-02,0.14,0.16,0.2,0.28
2010-08-03,0.15,0.16,0.2,0.27
2010-08-04,0.15,0.16,0.2,0.28
2010-08-05,0.15,0.15,0.19,0.27
2010-08-06,0.14,0.15,0.19,0.25
2010-08-09,0.14,0.15,0.19,0.26
2010-08-10,0.15,0.15,0.19,0.25
2010-08-11,0.15,0.15,0.19,0.25
2010-08-12,0.15,0.16,0.18,0.25
2010-08-13,0.14,0.15,0.19,0.26
2010-08-16,0.15,0.16,0.19,0.25
2010-08-17,0.16,0.17,0.19,0.26
2010-08-18,0.16,0.16,0.19,0.25
2010-08-19,0.16,0.16,0.19,0.25
2010-08-20,0.15,0.15,0.19,0.26
2010-08-23,0.15,0.16,0.19,0.25
2010-08-24,0.17,0.16,0.2,0.27
2010-08-25,0.17,0.16,0.19,0.26
2010-08-26,0.17,0.16,0.19,0.25
2010-08-27,0.17,0.15,0.19,0.27
2010-08-30,0.16,0.14,0.19,0.26
2010-08-31,0.16,0.14,0.19,0.25
2010-09-01,0.16,0.13,0.19,0.25
2010-09-02,0.15,0.14,0.18,0.25
2010-09-03,0.15,0.14,0.19,0.25
2010-09-07,0.13,0.14,0.18,0.25
2010-09-08,0.1,0.14,0.19,0.24
2010-09-09,0.1,0.14,0.19,0.26
2010-09-10,0.1,0.14,0.19,0.27
2010-09-13,0.1,0.15,0.19,0.26
2010-09-14,0.11,0.15,0.2,0.26
2010-09-15,0.11,0.15,0.2,0.26
2010-09-16,0.12,0.16,0.2,0.25
2010-09-17,0.12,0.16,0.2,0.26
2010-09-20,0.12,0.17,0.2,0.26
2010-09-21,0.12,0.17,0.2,0.26
2010-09-22,0.12,0.16,0.19,0.25
2010-09-23,0.13,0.16,0.2,0.25
2010-09-24,0.09,0.15,0.19,0.25
2010-09-27,0.08,0.16,0.19,0.26
2010-09-28,0.08,0.16,0.2,0.26
2010-09-29,0.12,0.16,0.2,0.27
2010-09-30,0.14,0.16,0.19,0.27
2010-10-01,0.15,0.16,0.19,0.26
2010-10-04,0.15,0.13,0.19,0.26
2010-10-05,0.14,0.12,0.18,0.25
2010-10-06,0.14,0.13,0.17,0.24
2010-10-07,0.15,0.13,0.17,0.23
2010-10-08,0.14,0.12,0.16,0.21
2010-10-12,0.14,0.13,0.17,0.21
2010-10-13,0.14,0.13,0.18,0.22
2010-10-14,0.15,0.14,0.17,0.22
2010-10-15,0.14,0.14,0.17,0.22
2010-10-18,0.14,0.15,0.18,0.23
2010-10-19,0.14,0.14,0.18,0.22
2010-10-20,0.14,0.14,0.17,0.22
2010-10-21,0.13,0.13,0.18,0.22
2010-10-22,0.13,0.13,0.18,0.21
2010-10-25,0.13,0.14,0.18,0.23
2010-10-26,0.14,0.14,0.18,0.23
2010-10-27,0.14,0.14,0.18,0.23
2010-10-28,0.14,0.13,0.18,0.23
2010-10-29,0.14,0.12,0.17,0.22
2010-11-01,0.14,0.13,0.16,0.22
2010-11-02,0.13,0.13,0.16,0.22
2010-11-03,0.13,0.13,0.16,0.22
2010-11-04,0.13,0.13,0.17,0.21
2010-11-05,0.13,0.13,0.16,0.22
2010-11-08,0.12,0.13,0.16,0.22
2010-11-09,0.11,0.13,0.16,0.24
2010-11-10,0.12,0.13,0.16,0.24
2010-11-12,0.11,0.13,0.17,0.27
2010-11-15,0.12,0.14,0.19,0.29
2010-11-16,0.13,0.15,0.19,0.27
2010-11-17,0.13,0.14,0.19,0.26
2010-11-18,0.13,0.15,0.19,0.26
2010-11-19,0.12,0.14,0.19,0.27
2010-11-22,0.12,0.15,0.2,0.26
2010-11-23,0.15,0.15,0.2,0.26
2010-11-24,0.16,0.16,0.2,0.28
2010-11-26,0.16,0.16,0.21,0.28
2010-11-29,0.16,0.18,0.21,0.28
2010-11-30,0.18,0.17,0.21,0.27
2010-12-01,0.17,0.16,0.2,0.28
2010-12-02,0.16,0.16,0.19,0.29
2010-12-03,0.14,0.14,0.19,0.26
2010-12-06,0.14,0.15,0.19,0.26
2010-12-07,0.08,0.14,0.19,0.28
